AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,LATITUD,LONGITUD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,all_levels,cod_comuna,Comuna,cat_desempeno_2019,agno_2m,rbd,prom_lect2m_rbd,prom_mate2m_rbd,prom_nat2m_rbd,agno_8b,prom_lect8b_rbd,prom_mate8b_rbd,prom_soc8b_rbd,agno,prom_lect4b_rbd,prom_mate4b_rbd
2020,8813,7,LICEO INDUSTRIAL Y DE MINAS IGNACIO DOMEY, ,71455800,1,13,RM,131,13127,RECOLETA,137,SANTIAGO NORTE,5,4,URBANO,-33.42557639999999,-70.64835459,0,Enseñanza Media H-C niños y jóvenes,Enseñanza Media T-P Industrial Niños y Jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Enseñanza Media H-C niños y jóvenes/Enseñanza Media T-P Industrial Niños y Jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13127,Recoleta,SIN CATEGORIA: FALTA DE INFORMACIÓN,2018.0,8813.0,246.0,261.0,241.0,,,,,,,
2020,8814,5,LICEO INDUSTRIAL A-22 DE SANTIAGO, ,71878500,1,13,RM,131,13101,SANTIAGO,131,SANTIAGO CENTRO,5,4,URBANO,-33.45769054,-70.63688996,0,Enseñanza Media H-C niños y jóvenes,Enseñanza Media T-P Industrial Niños y Jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Enseñanza Media H-C niños y jóvenes/Enseñanza Media T-P Industrial Niños y Jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13101,Santiago,SIN CATEGORIA: FALTA DE INFORMACIÓN,2018.0,8814.0,227.0,234.0,215.0,,,,,,,
2020,8815,3,COLEGIO SAN FRANCISCO DEL ALBA, ,70902000,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,1,1,URBANO,-33.40386597,-70.53654012,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,ALTO,2018.0,8815.0,281.0,296.0,269.0,2019.0,280.0,304.0,274.0,2018.0,304.0,304.0
2020,8818,8,LICEO ALEXANDER FLEMING DE LAS CONDES, ,65153457,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,3,2,URBANO,-33.42563894,-70.55495696,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,$1.000 A $10.000,$25.001 A $50.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,MEDIO,2018.0,8818.0,273.0,319.0,284.0,2019.0,266.0,300.0,280.0,2018.0,284.0,301.0
2020,8819,6,LICEO RAFAEL SOTOMAYOR, ,65154399,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,3,2,URBANO,-33.39516306,-70.55416897,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,$1.000 A $10.000,$25.001 A $50.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,MEDIO,2018.0,8819.0,241.0,290.0,243.0,2019.0,259.0,291.0,276.0,2018.0,274.0,266.0
2020,8821,8,LICEO MUNICIPALIZADO AMANDA LABARCA, ,69255600,1,13,RM,131,13132,VITACURA,133,SANTIAGO ORIENTE,2,1,URBANO,-33.38827666,-70.54939272,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,$1.000 A $10.000,$25.001 A $50.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13132,Vitacura,MEDIO,2018.0,8821.0,284.0,327.0,286.0,2019.0,275.0,309.0,280.0,2018.0,293.0,305.0
2020,8822,6,LICEO JUAN PABLO II DE LAS CONDES, ,70902000,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,1,1,URBANO,-33.42060123,-70.53628614,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,ALTO,2018.0,8822.0,283.0,329.0,265.0,2019.0,276.0,313.0,277.0,2018.0,293.0,295.0
2020,8825,0,COLEGIO ANTARTICA CHILENA, ,69255600,1,13,RM,131,13132,VITACURA,133,SANTIAGO ORIENTE,2,1,URBANO,-33.38992646,-70.5591368,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,$1.000 A $10.000,$25.001 A $50.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13132,Vitacura,MEDIO,2018.0,8825.0,260.0,287.0,251.0,2019.0,248.0,278.0,256.0,2018.0,286.0,282.0
2020,8827,7,COLEGIO NTRA. SRA. DEL ROSARIO LAS CONDES, ,65153115,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,3,2,URBANO,-33.40571306999999,-70.56107434,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,$1.000 A $10.000,$25.001 A $50.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,MEDIO,2018.0,8827.0,271.0,324.0,278.0,2019.0,267.0,306.0,265.0,2018.0,293.0,291.0
2020,8828,5,LICEO SIMON BOLIVAR, ,70902000,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,1,1,URBANO,-33.42619601,-70.55425887,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,ALTO,2018.0,8828.0,293.0,316.0,264.0,2019.0,262.0,306.0,261.0,2018.0,282.0,304.0
2020,8832,3,ESC. DE EDUC. DIFERENCIAL PAUL HARRIS, ,70902000,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,1,1,URBANO,-33.41604199999999,-70.53347,0,Educación Especial Discapacidad Intelectual,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Especial Discapacidad Intelectual/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,SIN CATEGORIA: FALTA DE INFORMACIÓN,,,,,,,,,,,,
2020,8833,1,LICEO MARIA LUISA BOMBAL, ,65155846,1,13,RM,131,13132,VITACURA,133,SANTIAGO ORIENTE,3,2,URBANO,-33.38806398,-70.57974941,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13132,Vitacura,MEDIO,2018.0,8833.0,307.0,353.0,301.0,2019.0,274.0,311.0,287.0,2018.0,309.0,285.0
2020,8835,8,LICEO SANTA MARIA DE LAS CONDES, ,70902000,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,1,1,URBANO,-33.42566016,-70.5316773,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,ALTO,2018.0,8835.0,291.0,370.0,254.0,2019.0,275.0,310.0,270.0,2018.0,286.0,290.0
2020,8837,4,ESCUELA DIFERENCIAL F N°254 MADRE TIERRA LO BARNECHEA, ,69255200,1,13,RM,131,13115,LO BARNECHEA,133,SANTIAGO ORIENTE,2,1,URBANO,-33.35347,-70.50785,0,Educación Especial Discapacidad Intelectual,Educación Especial Trastornos Motores,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Especial Discapacidad Intelectual/Educación Especial Trastornos Motores/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13115,Lo Barnechea,SIN CATEGORIA: FALTA DE INFORMACIÓN,,,,,,,,,,,,
2020,8839,0,INSTITUTO FERMIN VIVACETA, ,69255200,1,13,RM,131,13115,LO BARNECHEA,133,SANTIAGO ORIENTE,2,1,URBANO,-33.36119,-70.504845,1,Educación Básica Adultos Sin Oficios,Educación Media H-C Adultos,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Básica Adultos Sin Oficios/Educación Media H-C Adultos/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13115,Lo Barnechea,SIN CATEGORIA: FALTA DE INFORMACIÓN,,,,,,,,,,,,
2020,8840,4,ESCUELA DE FARELLONES, ,69255200,1,13,RM,131,13115,LO BARNECHEA,133,SANTIAGO ORIENTE,2,1,RURAL,-33.36686026999999,-70.49618093,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13115,Lo Barnechea,ALTO,,8840.0,,,,2019.0,282.0,289.0,286.0,2018.0,274.0,244.0
2020,8841,2,COLEGIO PARROQ.STA ROSA DE LO BARNECHEA, ,73076800,1,13,RM,131,13115,LO BARNECHEA,133,SANTIAGO ORIENTE,3,2,URBANO,-33.36166739,-70.5043675,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13115,Lo Barnechea,MEDIO,2018.0,8841.0,275.0,322.0,266.0,2019.0,246.0,293.0,265.0,2018.0,271.0,277.0
2020,8843,9,ESCUELA PARTICULAR HOGAR ESPANOL, ,70080300,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,3,2,URBANO,-33.42725642,-70.58462908,0,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,0,3,CATÓLICA, ,GRATUITO,GRATUITO,No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,SIN CATEGORIA: FALTA DE INFORMACIÓN,,,,,,,,,,,,
2020,8845,5,COLEGIO SAN JUAN DE KRONSTADT, ,70001800,1,13,RM,131,13115,LO BARNECHEA,133,SANTIAGO ORIENTE,3,2,URBANO,-33.34946494999999,-70.47476664,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13115,Lo Barnechea,INSUFICIENTE,,8845.0,,,,2019.0,189.0,236.0,217.0,2018.0,232.0,241.0
2020,8846,3,COLEGIO INMACULADA CONCEPCION, ,76380810,1,13,RM,131,13132,VITACURA,133,SANTIAGO ORIENTE,4,3,URBANO,-33.40279575999999,-70.59391824,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,$50.001 A $100.000,MAS DE $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13132,Vitacura,MEDIO,2018.0,8846.0,261.0,295.0,260.0,2019.0,260.0,283.0,281.0,2018.0,283.0,283.0
2020,8849,8,COLEGIO LA VIRGEN DE POMPEYA, ,74068000,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,3,2,URBANO,-33.40571652,-70.54043628,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,MEDIO,2018.0,8849.0,261.0,299.0,256.0,2019.0,248.0,295.0,255.0,2018.0,261.0,256.0
2020,8852,8,COLEGIO SAN PATRICIO, ,70024970,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,URBANO,-33.42148878,-70.55881288,0,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,0,3,CATÓLICA, ,MAS DE $100.000,MAS DE $100.000,No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,SIN CATEGORIA: FALTA DE INFORMACIÓN,,,,,,,,,,,,
2020,8854,4,INSTITUTO PRESIDENTE ERRAZURIZ, ,65082531,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,3,2,URBANO,-33.41938174,-70.5888458,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,$1.000 A $10.000,$50.001 A $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,MEDIO-BAJO,2018.0,8854.0,278.0,316.0,289.0,2019.0,235.0,260.0,259.0,2018.0,275.0,260.0
2020,8860,9,COLEGIO ANGLO AMERICAN INTERNATIONAL SCHOOL, ,88964700,1,13,RM,131,13115,LO BARNECHEA,133,SANTIAGO ORIENTE,4,3,URBANO,-33.355781,-70.48153,0,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,MAS DE $100.000,MAS DE $100.000,Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13115,Lo Barnechea,MEDIO,2018.0,8860.0,249.0,298.0,260.0,2019.0,246.0,290.0,262.0,2018.0,294.0,278.0
2020,8861,7,COLEGIO JOHN ANDREWS ADVENTIST ACADEMY, ,65102264,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,URBANO,-33.41051817,-70.57281574,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,NO ESPECIFICADA,ADVENTISTA,MAS DE $100.000,MAS DE $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,MEDIO,2018.0,8861.0,286.0,323.0,290.0,2019.0,278.0,304.0,278.0,2018.0,318.0,306.0
2020,8862,5,COLEGIO TABANCURA, ,83332100,1,13,RM,131,13132,VITACURA,133,SANTIAGO ORIENTE,4,3,URBANO,-33.380274,-70.53482,0,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,MAS DE $100.000,MAS DE $100.000,Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13132,Vitacura,ALTO,2018.0,8862.0,287.0,355.0,292.0,2019.0,272.0,339.0,292.0,2018.0,308.0,316.0
2020,8863,3,COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO, ,81311300,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,URBANO,-33.39681499999999,-70.50497,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,MAS DE $100.000,MAS DE $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,MEDIO,2018.0,8863.0,279.0,341.0,297.0,2019.0,276.0,301.0,278.0,2018.0,306.0,289.0
2020,8866,8,COLEGIO LO CASTILLO, ,81381400,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,URBANO,-33.37379843,-70.4998846,0,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,0,3,LAICA, ,GRATUITO,GRATUITO,No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,SIN CATEGORIA: FALTA DE INFORMACIÓN,,,,,,,,,,,,
2020,8867,6,COLEGIO SAN FRANCISCO DE ASIS, ,65061447,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,URBANO,-33.391903,-70.5098,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,MAS DE $100.000,MAS DE $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,MEDIO,2018.0,8867.0,276.0,307.0,288.0,2019.0,277.0,306.0,281.0,2018.0,292.0,286.0
2020,8868,4,COLEGIO LA GIROUETTE, ,84078500,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,URBANO,-33.420519,-70.56871,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,MAS DE $100.000,MAS DE $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,ALTO,2018.0,8868.0,268.0,334.0,282.0,2019.0,282.0,293.0,303.0,2018.0,311.0,294.0
2020,8869,2,COLEGIO THE NEWLAND SCHOOL, ,76129885,1,13,RM,131,13115,LO BARNECHEA,133,SANTIAGO ORIENTE,4,3,URBANO,-33.359838,-70.53316,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,MAS DE $100.000,MAS DE $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13115,Lo Barnechea,ALTO,2018.0,8869.0,290.0,355.0,295.0,2019.0,285.0,317.0,298.0,2018.0,311.0,299.0
2020,8870,6,COLEGIO COMPANIA DE MARIA APOQUINDO, ,65020712,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,URBANO,-33.409827,-70.56657,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,MAS DE $100.000,MAS DE $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,ALTO,2018.0,8870.0,256.0,332.0,290.0,2019.0,264.0,306.0,289.0,2018.0,310.0,311.0
2020,8871,4,COLEGIO LOS ANDES DE VITACURA, ,70054800,1,13,RM,131,13132,VITACURA,133,SANTIAGO ORIENTE,4,3,URBANO,-33.375508,-70.52658,0,Educación Básica,Enseñanza Media H-C niños y jóvenes,Educación Media H-C Adultos,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,MAS DE $100.000,MAS DE $100.000,Educación Básica/Enseñanza Media H-C niños y jóvenes/Educación Media H-C Adultos/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13132,Vitacura,ALTO,2018.0,8871.0,283.0,336.0,306.0,2019.0,300.0,319.0,304.0,2018.0,318.0,299.0
2020,8872,2,COLEGIO WENLOCK SCHOOL, ,88758600,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,URBANO,-33.41128899999999,-70.52214,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,MAS DE $100.000,MAS DE $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,ALTO,2018.0,8872.0,273.0,333.0,295.0,2019.0,305.0,322.0,318.0,2018.0,320.0,299.0
2020,8873,0,COLEGIO VILLA MARIA ACADEMY, ,65047054,1,13,RM,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,URBANO,-33.420596,-70.58922,0,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,MAS DE $100.000,MAS DE $100.000,Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13114,Las Condes,ALTO,2018.0,8873.0,298.0,360.0,314.0,2019.0,289.0,331.0,299.0,2018.0,319.0,309.0
2020,8876,5,COLEGIO MANANTIALES, ,85995100,1,13,RM,131,13123,PROVIDENCIA,133,SANTIAGO ORIENTE,4,3,URBANO,-33.432043,-70.60234,0,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,NO ESPECIFICADA,VALÓRICA CRISTIANA,MAS DE $100.000,MAS DE $100.000,Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13123,Providencia,SIN CATEGORIA: FALTA DE INFORMACIÓN,2018.0,8876.0,232.0,247.0,232.0,2019.0,205.0,236.0,235.0,,,
2020,8877,3,COLEGIO DE LOS SAGRADOS CORAZONES, ,82745200,1,13,RM,131,13132,VITACURA,133,SANTIAGO ORIENTE,4,3,URBANO,-33.37868199999999,-70.55175,0,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,CATÓLICA, ,MAS DE $100.000,MAS DE $100.000,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13132,Vitacura,ALTO,2018.0,8877.0,284.0,348.0,296.0,2019.0,273.0,327.0,287.0,2018.0,314.0,315.0
